,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
59,2016-12-31,2573847.035862709,2360686.981052651,2434924.0011492376,2573847.035862709,2573847.035862709,-175816.5305239059,-175816.5305239059,-175816.5305239059,-175816.5305239059,-175816.5305239059,-175816.5305239059,0.0,0.0,0.0,2398030.505338803
60,2017-01-31,2578517.6643069615,1864091.030888757,1937111.9593804663,2578517.6643069615,2578517.6643069615,-677140.2685102322,-677140.2685102322,-677140.2685102322,-677140.2685102322,-677140.2685102322,-677140.2685102322,0.0,0.0,0.0,1901377.3957967293
61,2017-02-28,2582736.2964501576,1520594.3544872834,1597898.9488028658,2582736.2964501576,2582736.2964501576,-1024878.5975964926,-1024878.5975964926,-1024878.5975964926,-1024878.5975964926,-1024878.5975964926,-1024878.5975964926,0.0,0.0,0.0,1557857.698853665
62,2017-03-31,2587406.92489441,2242627.664043661,2316503.339118243,2587406.92489441,2587406.92489441,-309391.62731083,-309391.62731083,-309391.62731083,-309391.62731083,-309391.62731083,-309391.62731083,0.0,0.0,0.0,2278015.29758358
63,2017-04-30,2591926.8879049774,2654985.9994006297,2728821.844425966,2591926.8879049774,2591926.8879049774,99963.7279473565,99963.7279473565,99963.7279473565,99963.7279473565,99963.7279473565,99963.7279473565,0.0,0.0,0.0,2691890.615852334
64,2017-05-31,2596597.51634923,2970023.4390074927,3049668.17639908,2596597.51634923,2596597.51634923,410662.9524182102,410662.9524182102,410662.9524182102,410662.9524182102,410662.9524182102,410662.9524182102,0.0,0.0,0.0,3007260.46876744
65,2017-06-30,2601117.479359797,3303121.1079373863,3375391.1763786906,2601117.479359797,2601117.479359797,740040.4057337639,740040.4057337639,740040.4057337639,740040.4057337639,740040.4057337639,740040.4057337639,0.0,0.0,0.0,3341157.8850935614
66,2017-07-31,2605788.1078040497,3681889.3629609384,3755544.597111894,2605788.1078040497,2605788.1078040497,1111615.963279535,1111615.963279535,1111615.963279535,1111615.963279535,1111615.963279535,1111615.963279535,0.0,0.0,0.0,3717404.071083585
67,2017-08-31,2610458.7362483023,3147317.373366244,3219598.0636805957,2610458.7362483023,2610458.7362483023,571074.9303553542,571074.9303553542,571074.9303553542,571074.9303553542,571074.9303553542,571074.9303553542,0.0,0.0,0.0,3181533.6666036565
68,2017-09-30,2614978.6992588695,2625160.9371839575,2700955.83813935,2614978.6992588695,2614978.6992588695,47853.84845443457,47853.84845443457,47853.84845443457,47853.84845443457,47853.84845443457,47853.84845443457,0.0,0.0,0.0,2662832.547713304
69,2017-10-31,2619649.3277031225,2224245.5730684963,2297273.436840349,2619649.3277031225,2619649.3277031225,-360838.56646733155,-360838.56646733155,-360838.56646733155,-360838.56646733155,-360838.56646733155,-360838.56646733155,0.0,0.0,0.0,2258810.761235791
70,2017-11-30,2624169.2907136893,2067442.1956149053,2143602.1664878232,2624169.2907136893,2624169.2907136893,-519122.61951754434,-519122.61951754434,-519122.61951754434,-519122.61951754434,-519122.61951754434,-519122.61951754434,0.0,0.0,0.0,2105046.671196145
71,2017-12-31,2628839.9191579423,2422774.4051816636,2494693.826973144,2628839.9191579423,2628839.9191579423,-169464.11420761936,-169464.11420761936,-169464.11420761936,-169464.11420761936,-169464.11420761936,-169464.11420761936,0.0,0.0,0.0,2459375.804950323
72,2018-01-01,2628990.5845916276,2394862.4673039434,2467362.3110794886,2628990.584591628,2628990.584591628,-197703.97643872595,-197703.97643872595,-197703.97643872595,-197703.97643872595,-197703.97643872595,-197703.97643872595,0.0,0.0,0.0,2431286.6081529018
73,2018-02-01,2633661.21303588,1930035.6773055606,2003584.3160368279,2633632.7020501057,2633680.146440714,-666125.9505511563,-666125.9505511563,-666125.9505511563,-666125.9505511563,-666125.9505511563,-666125.9505511563,0.0,0.0,0.0,1967535.2624847237
74,2018-03-01,2637879.8451790763,1610249.6917247593,1682772.4218996386,2637728.575293567,2638018.281594324,-991662.6663777243,-991662.6663777243,-991662.6663777243,-991662.6663777243,-991662.6663777243,-991662.6663777243,0.0,0.0,0.0,1646217.1788013522
75,2018-04-01,2642550.473623329,2275704.6544209416,2352156.214582423,2642195.7422929024,2642867.2650732556,-329149.3893478684,-329149.3893478684,-329149.3893478684,-329149.3893478684,-329149.3893478684,-329149.3893478684,0.0,0.0,0.0,2313401.0842754603
76,2018-05-01,2647070.4366338956,2752264.623970515,2827631.1183968545,2646466.962885034,2647652.1578442175,142920.40570222904,142920.40570222904,142920.40570222904,142920.40570222904,142920.40570222904,142920.40570222904,0.0,0.0,0.0,2789990.8423361247
77,2018-06-01,2651741.0650781486,2983726.548216753,3055803.373547797,2650848.5313966023,2652556.960661397,370058.0287020531,370058.0287020531,370058.0287020531,370058.0287020531,370058.0287020531,370058.0287020531,0.0,0.0,0.0,3021799.093780202
78,2018-07-01,2656261.028088716,3392990.3570603067,3467751.3099936536,2655093.7055293783,2657386.2200849797,772383.6214431751,772383.6214431751,772383.6214431751,772383.6214431751,772383.6214431751,772383.6214431751,0.0,0.0,0.0,3428644.649531891
79,2018-08-01,2660931.6565329684,3700203.9657251984,3773419.790373705,2659403.972911364,2662407.171193806,1076092.224182544,1076092.224182544,1076092.224182544,1076092.224182544,1076092.224182544,1076092.224182544,0.0,0.0,0.0,3737023.8807155127
80,2018-09-01,2665602.2849772214,3219389.745374894,3292566.669251284,2663703.141437954,2667444.0447254004,593067.485077986,593067.485077986,593067.485077986,593067.485077986,593067.485077986,593067.485077986,0.0,0.0,0.0,3258669.7700552074
81,2018-10-01,2670122.2479877886,2696905.8571119504,2767915.5413932344,2667833.62015028,2672446.8489766386,60453.39926386451,60453.39926386451,60453.39926386451,60453.39926386451,60453.39926386451,60453.39926386451,0.0,0.0,0.0,2730575.647251653
82,2018-11-01,2674792.8764320407,2263838.336646354,2334772.618826061,2671984.904094682,2677530.8283544807,-374895.98295271304,-374895.98295271304,-374895.98295271304,-374895.98295271304,-374895.98295271304,-374895.98295271304,0.0,0.0,0.0,2299896.8934793277
83,2018-12-01,2679312.839442608,2088666.2147883882,2163972.04468917,2676154.224960077,2682569.945231595,-554024.1529660769,-554024.1529660769,-554024.1529660769,-554024.1529660769,-554024.1529660769,-554024.1529660769,0.0,0.0,0.0,2125288.686476531
